Date:Profiles with Native Services in percent:Profiles w/o Native Services in percent
2015-06-03:65,75342465753424:34,24657534246576
2015-06-08:65,75342465753424:34,24657534246576
2015-06-08:65,75342465753424:34,24657534246576
2015-06-08:65,75342465753424:34,24657534246576
2015-06-08:65,75342465753424:34,24657534246576
2015-06-09:65,75342465753424:34,24657534246576
2015-06-09:65,75342465753424:34,24657534246576
2015-06-09:65,75342465753424:34,24657534246576
2015-06-10:65,75342465753424:34,24657534246576
2015-06-12:65,75342465753424:34,24657534246576
2015-06-15:65,75342465753424:34,24657534246576
2015-06-16:65,75342465753424:34,24657534246576
2015-06-17:65,75342465753424:34,24657534246576
2015-06-30:65,75342465753424:34,24657534246576
2015-07-08:65,75342465753424:34,24657534246576
2015-07-10:65,75342465753424:34,24657534246576
2015-07-17:66,66666666666666:33,33333333333334
2015-07-17:65,75342465753424:34,24657534246576
2015-07-22:66,66666666666666:33,33333333333334
2015-08-05:66,66666666666666:33,33333333333334
2015-08-06:66,66666666666666:33,33333333333334
2015-08-10:67,12328767123287:32,87671232876713
2015-08-10:67,12328767123287:32,87671232876713
2015-08-12:67,12328767123287:32,87671232876713
2015-08-25:67,12328767123287:32,87671232876713
2015-09-23:66,66666666666666:33,33333333333334
2015-09-24:67,12328767123287:32,87671232876713
2015-09-25:67,12328767123287:32,87671232876713
2015-09-25:67,12328767123287:32,87671232876713
2015-09-25:66,66666666666666:33,33333333333334
2015-09-28:67,12328767123287:32,87671232876713
2015-09-28:67,12328767123287:32,87671232876713
2015-09-28:67,12328767123287:32,87671232876713
2015-09-28:67,12328767123287:32,87671232876713
2015-09-28:67,12328767123287:32,87671232876713
2015-09-28:67,12328767123287:32,87671232876713
2015-10-02:67,12328767123287:32,87671232876713
2015-10-15:67,56756756756756:32,432432432432435
2015-10-15:67,12328767123287:32,87671232876713
2015-10-19:67,56756756756756:32,432432432432435
2015-10-19:67,12328767123287:32,87671232876713
2015-10-19:67,56756756756756:32,432432432432435
2015-10-19:67,56756756756756:32,432432432432435
